dialogue_line,humor
"It was pretty simple actually, I came up with a couple of cost-cutting solutions, wrote out a list and Monica told me to go to hell.",1.0
"There's no way around it Pheebs, you just gonna have to accept the fact that this is gonna cost you a lot of money.",1.0
I heard that weddings are like a 40 billion dollar a year industry.,1.0
"Yeah, and I'm responsible for just like half of that.",1.0
"But really, it does seem like this money could be put to better use?",0.0
Are you serious?,0.0
"Yeah! Now, how would you feel if we gave all the wedding money to charity and we just got married at City Hall?",1.0
I think it would make me wanna marry you even more.,1.0
"I've got to say you guys, that's an incredible gesture!",0.0
Maybe you do that next time you get married!,1.0
"No, no, no. The next time it's gonna be a Hawaii at sunset.  But maybe the time after that!",1.0
Hey!,0.0
Hey!,0.0
What's going on?,1.0
Our adoption social worker is coming by today so we are cleaning the apartment.,0.0
We?,0.0
You know you don't want me to help. You can't have it both ways!,0.0
"Hey, is this person who decides whether or not you... get a baby?",1.0
Kind of. She's coming by to interview us and see where we live.,1.0
"And it has to go perfectly, because if she doesn't like something about us she can keep us off every adoption list in the state.",1.0
"Hey, maybe I should stop by! She could be a soap opera fan! It's very impressive when the little people know a celebrity.",1.0
Little people?,0.0
Celebrity.,0.0
"Ok, so I think I'm just about done here, unless you have any bad stuff hidden somewhere, like... porn or cigarettes?",1.0
What...? NO!,1.0
Chandler?,0.0
"I don't, and I'm offended by the insinuation!",0.0
"Ok, so there's not a magazine under the couch, or a pack of cigarettes taped to the back of the toilet tank, or a filthy video in the VCR?",1.0
"I'll admit to the cigarettes and the magazine, but that tape is not mine.",1.0
It isn't mine!,0.0
"Well, I guess we'll never know whose it is!",0.0
May I help you?,0.0
Yes. We're here to make a rather sizeable donation to the children.,0.0
"Well, any contribution, large or small, is always appreciated.",0.0
"Well, I think you're gonna appreciate it the crap out of this one",0.0
"Well, this is very generous!",0.0
And we don't want any recognition. This is completely anonymous.,0.0
Completely anonymous. From two kind strangers.,1.0
Mr. X and Phoebe Buffay.,0.0
"Well if you like, we can include your names in our newsletter.",0.0
Not necessary.,0.0
Buffay is spelled B-U-F-F-A-Y.,0.0
"And ""X"" is spelled uhm... ""Mike Hannigan"".",0.0
"Right. Well, on behalf of the children: thank you both very much.",0.0
"Sure, I so glad we did this. It feels so good!",1.0
It does. It feels really good!,1.0
"Oh, look! And we get these free t-shirts!",0.0
"Oh, actually, that's the shirt I wore to the gym.",1.0
Mhm... it's moist.,1.0
Hi!,0.0
Hi! Emma will be up in a minute!,0.0
"Oh, good!",0.0
"Oh hey Ross... Listen, I heard about you and Charlie. I'm really sorry.",1.0
"Oh, that's OK. I'm sure there are tons of other beautiful paleontologists out there.",1.0
Absolutely.,0.0
There was one! She's it! All the rest look like they should live under a bridge!,1.0
"So, uhm... what are you gonna do today?",1.0
"Well, I was thinking of taking Emma to the playground!",1.0
"Oh my God, what!?",1.0
Like I said I was thinking of taking Emma to the museum of knives and fire!,1.0
"Ok, look, Ross. I do not want Emma going to the playground.",1.0
Be-caaauuuse...,1.0
"All right, well, if you must know... I had a traumatic... swing incident... when I was little.",1.0
Seriously?,0.0
"Yes, I was 4 years old and I was on the swing and then all of a sudden my hair got tangled in the chain. And to get me out my mom had to-had to cut a big chunk of my hair!  And it was uneven for weeks!",1.0
And you made it through that? I wonder who's gonna play you in the movie!,1.0
"Ok, fine! You can make fun of me. I do not want Emma going there. And I was thinking Claire Danes.",1.0
"Look, I'm sorry to hear about your tragedy, ok? But the swings are perfectly safe, and besides Emma loves them. You know what, you should come with us and you'll see!",1.0
"Ross, those things go like 40 miles an hour! Ok? When you're... and there is that moment when you are at the top, when you just don't know if you're gonna return back to earth!",1.0
"Space is filled with orbiting children.  Look, please, just come on, you know, when you’ll see the look on Emma’s face, I swear you won’t regret it.",1.0
All right!,0.0
"Good, you don’t want to be one of those mothers who pass on their irrational fears on their children, do you?",0.0
"Irrational, huh? All right, well, I’ll remember that the next time you freak out about a spider in your apartment!",1.0
"Oh, yeah, that’s the same, I am sure there are thirty different species of poisonous swings!",1.0
"Oh my God, the adoption lady is early!",0.0
"Ok, ok, here we go.",0.0
Ok.,0.0
Here we go. Stand up straight.  Big smile.,1.0
"Hello, is this the creepy residence?",0.0
"We’re waiting for the adoption lady, but, hey, I’m glad you’re here. I was cleaning this morning and I found this . I don’t know if you wanna use it, but...",1.0
"Awe, this is so sweet of you! But you know what? I won’t be needing a veil, I actually won’t be wearing a dress at all!",1.0
I told you! I am not coming to a naked wedding!,1.0
"No, no, no, we’re not having a big reception, we took the money we were gonna spend on a wedding and we donate them to the children charity.",1.0
That’s crazy! . I am sorry. I just can’t imagine giving up my one wedding day like that!,1.0
"We, you know, we’re different! We don’t care about having a huge party.  This is really nice for you, but, oh, please, I put this on?  And, ow, I look , why, well, radiant.  All right, well, who cares, I don’t need a pretty veil and a fancy dress.",1.0
"That’s right. You’re making a commitment and that’s the same, whether you do that at the Plaza or, where are you gonna do it?",1.0
City Hall.,0.0
"Ow!  Oh, that sounds nice! I am just there for jury duty. They really spruce that place up!",1.0
"It’s ok, it’s ok. I made my decision. What I really want is a great big wedding",1.0
Yay!,0.0
But you already gave all your money to charity!,0.0
"Well, I’ll just ask for it back!",0.0
I don’t think you can do that!,1.0
"Why not! This is her wedding day, this is way more important than some stupid kids!",1.0
"That’s sweet, honey, but save something for the adoption Lady.",0.0
"Ok, careful.",0.0
Ok.,0.0
"Careful, watch her hair. WATCH HER HAIR!",1.0
"Rach, she’s got like three hairs!",0.0
"I know  but they’re just so beautiful! Oh, my God, I just pulled one out.",1.0
I promise you she’s safe! No watch how much she loves this.,1.0
Ok.,0.0
Ready sweety?,0.0
Ok.,0.0
Here we go!,0.0
"Ok, careful, ok.  Oh, she’s smiling! Oh my God, she does like it!",1.0
"See, I told you!",0.0
"Awe!  Oh my God! Looks, she’s a little dare-devil! Oh, let me push, can I push?",1.0
"Oh, absolutely!",0.0
"Ok. Oh God.  Get the camera, it’s in the diaper bag.",1.0
"Ok!  See? Scared of swings, I bet you feel pretty silly  Ow!",1.0
We’re seriously asking for our money back?,0.0
"It’s for our wedding day! Right, now, is this guy gay or straight, because one of us gonna have to start flirting.",1.0
Wow! Are you here to make another donation the same day? I don’t think that that’s ever happened before.,1.0
"Gay, go.",0.0
"Oh my God, I love your shirt!",0.0
"The donation we made earlier, we k..., we w..., we want it back.",1.0
Excuse me?,0.0
"Yeah. See, that money was for a big wedding, that we thought we didn’t want, but it turns out we do.",1.0
So you’re asking us to refund your donation to the children?,0.0
Yeah! This feels really good.,1.0
"I am sorry. I am, but this wedding is just really important to me.",1.0
"Hey, it’s not my business,  besides it’s probably a good thing. We really would have been spoiling the children, all those food, and warm clothing...",1.0
"Hey, that’s not fair! A person’s wedding is important! And especially to me! Ok? I didn’t have a graduation party! And I didn’t go to Prom. And I spent my sweet sixteen being chased round a tire yard by an escaped mental patient who is his own words wanted to “kill me” or whatever. So I deserve a real celebration and I am not gonna let some sweaty little man make me feel badly about it.",1.0
She could have been talking about either one of us.,1.0
"Hi, I am Laura, I am here for your adoption interview.",0.0
"Hi, I am Monica and this is Chandler. Please come in.",0.0
Thank you!,0.0
Would you like something to drink?,1.0
"Oh, water would be fine.",0.0
Ok. Great. I am so glad that you are here. We’re really excited about getting this process started.,1.0
"Oh, because we love kids. Love ‘em to death.Well, not actually to death, that's just a figure of speech - we love kids the appropriate amount... as allowed by law.",1.0
Your place is just lovely.,0.0
"Ah, thank you. This building does have a wholesome family feel to it.",0.0
"You know, I... I feel like I've been here before. Are any other couples in the",0.0
Is that that couple on the first floor? Because we should get a baby before,1.0
"But other than that... wholesome, wholesome building.",1.0
Oh...,1.0
What?,1.0
I just realized why I remember this place.,1.0
Really? What is it?,1.0
"Oh, it's nothing. I went on a date with a guy who lived in this building and it",1.0
Ohh... that wouldn't by any chance be... Joey Tribbiani?,1.0
Yes!,0.0
Of course it was!,0.0
"Yeah, we had a really great night and in the morning he promised he would call",0.0
RAT BASTARD!,0.0
So you're not friends with him?,1.0
"OH GOD NO! Nope, no, no, no. No! No, no. Nope! No, no, no, no, no, no, no, no, no. NO!  No!",1.0
"Well, I'm sorry I brought it up. So, are either one of you planning on staying at",0.0
Hellooo? Anybody in there order a celebrity?,1.0
What was that?,1.0
"Oh, it's just some crazy guy who roams the halls here. He's great with",1.0
"Oh, oh Ross, oh my God, are you okay?",1.0
SON OF A BITCH!  (To the,0.0
"Ross, see! I told you, those swings are evil! Alright, that is it. That is",1.0
"No! No, no, no, no, okay, it wasn't the swing's fault. It was my fault and kind",1.0
"Ross, c'mon, please. Can we just get out of here, before somebody else gets",0.0
"No wait, okay, okay, I have an idea. I want you to get on the swing, okay? And",1.0
I know what this is all about... You've always been,0.0
"Look, I just think you're an adult, okay? And you should get over your silly",1.0
Alright fine. I'll do it.,1.0
Good.,0.0
If you hold a spider.,1.0
WHAT? WHERE? WHERE?,1.0
IF you hold a spider.,1.0
"I know. (Rachel bends down to Emma and Ross looks over his shoulder again,",0.0
"Guys? Everything ok? It's me, Joe...",1.0
AAAAAAAAAAAAAAAAAAAAA......AAAaaa-doption!!,1.0
What's going on?,1.0
"Oh, just like I said. That crazy... Bert... roaming the halls. (Joey bangs on",1.0
Guys!?,0.0
Keep on roaming Bert! We don't want any crazy today!,1.0
What's going on?,1.0
"WE'LL TALK TO YOU LATER, BERT. EVERYTHNG'S FINE!!",0.0
Everything doesn't sound fine!,0.0
Is he alright out there by himself?,0.0
Oh yeah! He has a caretaker. His older brother... Ernie.,1.0
Bert and Ernie!,0.0
You can't make this stuff up!,0.0
"You never told me about that guy on your sweet sixteen. Oh, ugh. I'm sorry about",1.0
Oh! It ended okay. One of my friends shot him.,1.0
"Well, hey, at least you're getting a proper wedding. I mean, you really deserve that.",1.0
"Yeah, I really do. You know, I had nothing growing up. (thinks for a few",0.0
"No! No, no. I see where this is going. Don't make me go back there.",1.0
"Look, I can't have a wedding with this money now. It's tainted.",1.0
"Alright, fine. We'll give the money back.",0.0
"And if that guy at the charity gives us a hard time, my friend hasn't shot",1.0
"Well, I must say, this seems like a lovely environment to raise a child in.",0.0
"Oh, by the way, you are more than welcome to look under any of the furniture,",0.0
"Oh! Well, actually, before we look around, let me make sure I have everything I need",0.0
Why don't I show you the baby's room?,1.0
What the hell are you doing?,1.0
"Well, you wouldn't let me in, so I thought you were in trouble.",1.0
"Well, we're not.",0.0
But you called me 'Bert'!? That's our code word for danger!,1.0
We don't have a code word.,1.0
"We don't? We really should. From now on, 'Bert' will be our code word for danger.",0.0
So that was the baby's room. (They come out and Chandler throws Joey behind,0.0
What room should we see next?,0.0
Any room that isn't behind this couch!,0.0
Some people don't,0.0
I did not care for that!,1.0
You have to get out of here. You slept with,0.0
"Ok, ok!",0.0
Ok!,0.0
What?,1.0
I forgot my bat.,1.0
Oh my God!,0.0
"And for the last time, we do not want to be friends with you! And we don't want to buy your bat!",1.0
What are you doing here?,1.0
Bert! Bert! Bert! Bert!,0.0
Are you friends with him?,0.0
I can explain... Joey...,1.0
"Uhm... ok... uhm... Well, yeah... You have got some nerve, coming back here. I can't believe you never called me.",1.0
Excuse me?,0.0
"Oh... yeah... Probably you don't even remember my name. It's Joey, by the way. And don't bother telling me yours, because I totally remember it... lady. Yeah! I waited weeks for you to call me.",1.0
"I gave you my number, you never called me.",1.0
